unique_id,full_name,first_name,last_name,party,political_group,political_group_IW,gender,congress_page
Josunegorospeelezcano,Josune  Gorospe Elezcano, Josune  ,Gorospe Elezcano,EAJ-PNV,GPV (EAJ-PNV),GP. Vasco (EAJ-PNV),F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=96&idLegislatura=14
Juanantoniocallejascano,Juan Antonio  Callejas Cano, Juan Antonio  ,Callejas Cano,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=35&idLegislatura=14
Juanantoniolópezdeuraldegarmendia,Juan Antonio  López De Uralde Garmendia, Juan Antonio  ,López de Uralde Garmendia,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=205&idLegislatura=14
Juancarlossegurajust,Juan Carlos Segura Just,Juan,Carlos Segura Just   ,VOX,GPVOX ,GP. VOX,M,#N/A
Juancuatrecasasasua,Juan  Cuatrecasas Asua, Juan  ,Cuatrecasas Asua,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=303&idLegislatura=14
Juandiegorequenaruiz,Juan Diego  Requena Ruiz, Juan Diego  ,Requena Ruiz,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=79&idLegislatura=14
Juanfranciscoserranomartínez,Juan Francisco  Serrano Martínez, Juan Francisco  ,Serrano Martínez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=158&idLegislatura=14
Juanignaciolopez-Basvalero,Juan Ignacio Lopez-Bas Valero,Juan,Ignacio Lopez-Bas Valero   ,Cs,GPCs ,GP. Ciudadanos,M,#N/A
Juanjoséaizcorbetorra,Juan José  Aizcorbe Torra, Juan José  ,Aizcorbe Torra,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=151&idLegislatura=14
Juanjosématarísáez,Juan José  Matarí Sáez, Juan José  ,Matarí Sáez,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=48&idLegislatura=14
Juanluispedreñomolina,Juan Luis  Pedreño Molina, Juan Luis  ,Pedreño Molina,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=132&idLegislatura=14
Juanluissotoburillo,Juan Luis  Soto Burillo, Juan Luis  ,Soto Burillo,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=275&idLegislatura=14
Juanluissteegmannolmedillas,Juan Luis  Steegmann Olmedillas, Juan Luis  ,Steegmann Olmedillas,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=135&idLegislatura=14
Juliodelvalledeiscar,Julio  Del Valle De Iscar, Julio  ,Del Valle de Iscar,PP,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=360&idLegislatura=14
Juliodelvalleiscar,Julio Del Valle Iscar,Julio,Del Valle Iscar   ,PSOE,GPS ,GP. Socialista,M,#N/A
Julionavalpotrogómez,Julio  Navalpotro Gómez, Julio  ,Navalpotro Gómez,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=366&idLegislatura=14
Julioutrillacano,Julio  Utrilla Cano, Julio  ,Utrilla Cano,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=328&idLegislatura=14
Lauralópezdomínguez,Laura  López Domínguez, Laura  ,López Domínguez,ECP-GUAYEM EL CANVI/GCPU-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=263&idLegislatura=14
Laurasaragimenezgimenez,Laura Sara Gimenez Gimenez ,Laura,Sara Gimenez Gimenez    ,Cs,GPCs ,GP. Ciudadanos,F,#N/A
Lázaroazorínsalar,Lázaro  Azorín Salar, Lázaro  ,Azorín Salar,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=371&idLegislatura=14
Lídiaguinartmoreno,Lídia  Guinart Moreno, Lídia  ,Guinart Moreno,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=202&idLegislatura=14
Lourdesméndezmonasterio,Lourdes  Méndez Monasterio, Lourdes  ,Méndez Monasterio,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=177&idLegislatura=14
Lucandredioufdioh,Luc Andre  Diouf Dioh, Luc Andre  ,Diouf Dioh,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=221&idLegislatura=14
Lucíamuñozdalda,Lucía  Muñoz Dalda, Lucía  ,Muñoz Dalda,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=335&idLegislatura=14
Luiscarlossahuquillogarcía,Luis Carlos  Sahuquillo García, Luis Carlos  ,Sahuquillo García,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=2&idLegislatura=14
Luisgestosodemiguel,Luis  Gestoso De Miguel, Luis  ,Gestoso de Miguel,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=131&idLegislatura=14
Luissantamaríaruiz,Luis  Santamaría Ruiz, Luis  ,Santamaría Ruiz,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=269&idLegislatura=14
Macarenamontesinosdemiguel,Macarena  Montesinos De Miguel, Macarena  ,Montesinos de Miguel,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=346&idLegislatura=14
Manuelarribasmaroto,Manuel  Arribas Maroto, Manuel  ,Arribas Maroto,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=369&idLegislatura=14
Manuelmariscalzabala,Manuel  Mariscal Zabala, Manuel  ,Mariscal Zabala,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=153&idLegislatura=14
Manuelmestrebarea,Manuel  Mestre Barea, Manuel  ,Mestre Barea,VOX,GPVOX ,GP. VOX,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=268&idLegislatura=14
Marclamuàestañol,Marc  Lamuà Estañol, Marc  ,Lamuà Estañol,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=200&idLegislatura=14
Margaritaprohensrigo,Margarita  Prohens Rigo, Margarita  ,Prohens Rigo,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=243&idLegislatura=14
Maríaángelesmarradomínguez,María Ángeles  Marra Domínguez, María Ángeles  ,Marra Domínguez,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=46&idLegislatura=14
Maríaauxiliadorapérezdíaz,María Auxiliadora  Pérez Díaz, María Auxiliadora  ,Pérez Díaz,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=160&idLegislatura=14
Maríacarvalhodantas,María  Carvalho Dantas, María  ,Carvalho Dantas,ERC-S,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=190&idLegislatura=14
Maríadelacabezaruizsolás,María De La Cabeza  Ruiz Solás, María de la Cabeza  ,Ruiz Solás,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=301&idLegislatura=14
Maríadelaoredondocalvillo,María De La O  Redondo Calvillo, María de la O  ,Redondo Calvillo,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=106&idLegislatura=14
Maríadelcarmengonzálezguinda,María Del Carmen  González Guinda, María del Carmen  ,González Guinda,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=288&idLegislatura=14
Maríadelcarmenpitacárdenes,María Del Carmen  Pita Cárdenes, María del Carmen  ,Pita Cárdenes,UP/Mx,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=356&idLegislatura=14
Maríadelmargarcíapuig,María Del Mar  García Puig, María del Mar  ,García Puig,ECP-GUAYEM EL CANVI/GCPU-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=265&idLegislatura=14
Mariadelosllanosdelunatobarra,Maria De Los Llanos De Luna Tobarra ,Maria,De Los Llanos De Luna Tobarra ,PP,GPP,GP. Popular en el congreso,F,#N/A
Maríadelosreyesromerovilches,María De Los Reyes  Romero Vilches, María de los Reyes  ,Romero Vilches,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=174&idLegislatura=14
Maríadelpilarrodríguezgómez,María Del Pilar  Rodríguez Gómez, María del Pilar  ,Rodríguez Gómez,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=273&idLegislatura=14
Maríadoloresmarcosmoyano,María Dolores Marcos Moyano,María,Dolores Marcos Moyano   ,PP,GPP,GP. Popular en el congreso,F,#N/A
Maríadoloresnarváezbandera,María Dolores  Narváez Bandera, María Dolores  ,Narváez Bandera,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=154&idLegislatura=14
Maríaelvirarodríguezherrer,María Elvira  Rodríguez Herrer, María Elvira  ,Rodríguez Herrer,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=123&idLegislatura=14
Maríafernándezpérez,María Fernández Pérez,María,Fernández Pérez    ,Mx,GPMX,GP. Mixto,F,#N/A
Maríagloriaelizoserrano,María Gloria  Elizo Serrano, María Gloria  ,Elizo Serrano,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=300&idLegislatura=14
Maríaguijarroceballos,María  Guijarro Ceballos, María  ,Guijarro Ceballos,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=136&idLegislatura=14
Maríainmaculadaorialópez,María Inmaculada  Oria López, María Inmaculada  ,Oria López,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=370&idLegislatura=14
Maríaisauralealfernández,María Isaura Leal Fernández,María,Isaura Leal Fernández   ,PSOE,GPS ,GP. Socialista,F,#N/A
Maríajesúsmonterocuadrado,María Jesús  Montero Cuadrado, María Jesús  ,Montero Cuadrado,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=225&idLegislatura=14
Maríajesúsmoroalmaraz,María Jesús  Moro Almaraz, María Jesús  ,Moro Almaraz,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=91&idLegislatura=14
Maríaluisacarcedoroces,María Luisa  Carcedo Roces, María Luisa  ,Carcedo Roces,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=270&idLegislatura=14
Maríaluisafanecalópez,María Luisa  Faneca López, María Luisa  ,Faneca López,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=253&idLegislatura=14
Maríaluisagarcíagurrutxaga,María Luisa García Gurrutxaga,María,Luisa García Gurrutxaga   ,PSOE,GPS ,GP. Socialista,F,#N/A
Maríaluisavilchesruiz,María Luisa  Vilches Ruiz, María Luisa  ,Vilches Ruiz,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=332&idLegislatura=14
Maríaluzmartínezseijo,María Luz  Martínez Seijo, María Luz  ,Martínez Seijo,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=251&idLegislatura=14
Maríamagdalenanevadodelcampo,María Magdalena  Nevado Del Campo, María Magdalena  ,Nevado del Campo,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=293&idLegislatura=14
Maríamercedespérezmerino,María Mercedes Pérez Merino,María,Mercedes Pérez Merino   ,UP/GCUP-EC-GC,GCUP-EC-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,#N/A
Maríamercèpereaiconillas,María Mercè  Perea I Conillas, María Mercè  ,Perea i Conillas,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=203&idLegislatura=14
Maríamontserratgarcíachavarría,María Montserrat  García Chavarría, María Montserrat  ,García Chavarría,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=304&idLegislatura=14
Maríamuñozvidal,María  Muñoz Vidal, María  ,Muñoz Vidal,Cs,GPCs ,GP. Ciudadanos,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=333&idLegislatura=14
Marianadegraciacanalesduque,Mariana De Gracia  Canales Duque, Mariana de Gracia  ,Canales Duque,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=3&idLegislatura=14
Marianosánchezescobar,Mariano  Sánchez Escobar, Mariano  ,Sánchez Escobar,PSOE,GPS ,GP. Socialista,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=227&idLegislatura=14
Maríaolgaalonsosuárez,María Olga  Alonso Suárez, María Olga  ,Alonso Suárez,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=72&idLegislatura=14
Maríasandramoneodíez,María Sandra  Moneo Díez, María Sandra  ,Moneo Díez,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=337&idLegislatura=14
Maríasoledadcruz-Guzmángarcía,María Soledad  Cruz-Guzmán García, María Soledad  ,Cruz-Guzmán García,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=159&idLegislatura=14
Mariasoledadsanchezjodar,Maria Soledad Sanchez Jodar,María,Soledad Sanchez Jodar   ,PSOE,GPS ,GP. Socialista,F,#N/A
Maríatamararayarodríguez,María Tamara  Raya Rodríguez, María Tamara  ,Raya Rodríguez,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=112&idLegislatura=14
Maríateresaanguloromero,María Teresa  Angulo Romero, María Teresa  ,Angulo Romero,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=113&idLegislatura=14
Maríateresalópezálvarez,María Teresa  López Álvarez, María Teresa  ,López Álvarez,VOX,GPVOX ,GP. VOX,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=327&idLegislatura=14
Maribelgarcíalópez,Maribel  García López, Maribel  ,García López,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=39&idLegislatura=14
Mariocortéscarballo,Mario  Cortés Carballo, Mario  ,Cortés Carballo,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=317&idLegislatura=14
Mariogarcéssanagustín,Mario  Garcés Sanagustín, Mario  ,Garcés Sanagustín,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=219&idLegislatura=14
Marionaillamoladausà,Mariona  Illamola Dausà, Mariona  ,Illamola Dausà,JxCat-JUNTS/Plural,GPPlu ,GP. Plural,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=22&idLegislatura=14
Marisasaavedramuñoz,Marisa  Saavedra Muñoz, Marisa  ,Saavedra Muñoz,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=348&idLegislatura=14
Martagonzálezvázquez,Marta  González Vázquez, Marta  ,González Vázquez,PP,GPP ,GP. Popular en el congreso,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=237&idLegislatura=14
Martarosiqueisaltor,Marta  Rosique I Saltor, Marta  ,Rosique i Saltor,ERC-S,GPR ,GP. Republicano,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=185&idLegislatura=14
Martinavelardegómez,Martina  Velarde Gómez, Martina  ,Velarde Gómez,UP/GCUP-EC-GC,GPCUP-CP-GC,GP. Confederal De Unidas Podemos-En Comú Podem-Galicia En Común,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=235&idLegislatura=14
Mdelcarmenmartinezgranados,M Del Carmen Martinez Granados ,María,Del Carmen Martinez Granados   ,Cs,GPCs ,GP. Ciudadanos,F,#N/A
Mercedesjaramoreno,Mercedes Jara Moreno,Mercedes,Jara Moreno    ,VOX,GPVOX ,GP. VOX,F,#N/A
Meritxellbatetlamaña,Meritxell  Batet Lamaña, Meritxell  ,Batet Lamaña,PSOE,GPS ,GP. Socialista,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=215&idLegislatura=14
Mertxeaizpuruaarzallus,Mertxe  Aizpurua Arzallus, Mertxe  ,Aizpurua Arzallus,EH Bildu,GPEHB,GP. Euskal Herria Bildu,F,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=69&idLegislatura=14
Miguelángelcastellónrubio,Miguel Ángel  Castellón Rubio, Miguel Ángel  ,Castellón Rubio,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=74&idLegislatura=14
Miguelangelgonzálezcaballero,Miguel Angel González Caballero ,Miguel,Angel González Caballero    ,PSOE,GPS ,GP. Socialista,M,#N/A
Miguelangelgutierrezvivas,Miguel Ángel Gutiérrez Vivas,Miguel Ángel,Gutiérrez Vivas,Cs,GPCs ,GP. Ciudadanos,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado&idLegislatura=14&idDiputado=375
Miguelángeljerezjuan,Miguel Ángel  Jerez Juan, Miguel Ángel  ,Jerez Juan,PP,GPP ,GP. Popular en el congreso,M,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=/wc/fichaDiputado?idDiputado=124&idLegislatura=14
