,Gender,Group,GroupAbbr,Id,Legis,Link,LinkBienesPdf,Name
0,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18218,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18218,https://www.senado.es/legis14/senadores/regbi/DBR_934.pdf,"ABASCAL JIMÉNEZ, PATRICIA"
1,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17160,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17160,https://www.senado.es/legis14/senadores/regbi/DBR_1039.pdf,"ACEDO REYES, SOFÍA"
2,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19385,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19385,https://www.senado.es/legis14/senadores/regbi/DBR_143953.pdf,"ADRADOS GAUTIER, MARÍA PALOMA"
3,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18248,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18248,https://www.senado.es/legis14/senadores/regbi/DBR_585.pdf,"ADRIO TARACIDO, MARÍA MARGARITA PEREGRINA"
4,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18305,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18305,https://www.senado.es/legis14/senadores/regbi/DBR_325.pdf,"AGUDÍEZ CALVO, ANA MARÍA"
5,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18785,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18785,https://www.senado.es/legis14/senadores/regbi/DBR_273.pdf,"AGUDO ALONSO, CAROLINA"
6,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18217,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18217,https://www.senado.es/legis14/senadores/regbi/DBR_919.pdf,"AGUILAR ROMÁN, JOSÉ AURELIO"
7,M,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,17027,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17027,https://www.senado.es/legis14/senadores/regbi/DBR_751.pdf,"AHEDO CEZA, NEREA"
8,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,14170,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=14170,https://www.senado.es/legis14/senadores/regbi/DBR_305.pdf,"ALARCÓ HERNÁNDEZ, ANTONIO"
9,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,16999,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16999,https://www.senado.es/legis14/senadores/regbi/DBR_163807.pdf,"ALDEA GÓMEZ, ROSA MARÍA"
10,V,GRUPO PARLAMENTARIO MIXTO,GPMX,17325,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17325,https://www.senado.es/legis14/senadores/regbi/DBR_182.pdf,"ALEGRE BUXEDA, FRANCISCO JAVIER"
11,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19050,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19050,https://www.senado.es/legis14/senadores/regbi/DBR_859.pdf,"ALÍA AGUADO, MARÍA PILAR"
12,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,17356,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17356,https://www.senado.es/legis14/senadores/regbi/DBR_160454.pdf,"ALONSO JIMÉNEZ, JESÚS MANUEL"
13,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19785,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19785,https://www.senado.es/legis14/senadores/regbi/DBR_151174.pdf,"ALONSO SAHAGÚN, PALOMA"
14,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18087,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18087,https://www.senado.es/legis14/senadores/regbi/DBR_81055.pdf,"ALÓS LÓPEZ, ANA ISABEL"
15,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19185,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19185,https://www.senado.es/legis14/senadores/regbi/DBR_1181.pdf,"ÁLVAREZ GONZÁLEZ, MARÍA JESÚS"
16,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19790,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19790,https://www.senado.es/legis14/senadores/regbi/DBR_155147.pdf,"ÁLVAREZ SOMOANO, MARÍA VICTORIA"
17,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18905,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18905,https://www.senado.es/legis14/senadores/regbi/DBR_1118.pdf,"ANTONA GÓMEZ, ASIER"
18,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18215,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18215,https://www.senado.es/legis14/senadores/regbi/DBR_165958.pdf,"ARAGÓN ARIZA, FRANCISCO JAVIER"
19,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19046,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19046,https://www.senado.es/legis14/senadores/regbi/DBR_746.pdf,"ARANDA LASSA, JOSÉ MANUEL"
20,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,10154,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=10154,https://www.senado.es/legis14/senadores/regbi/DBR_153549.pdf,"ARENAS BOCANEGRA, FRANCISCO JAVIER"
21,V,GRUPO PARLAMENTARIO MIXTO,GPMX,18545,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18545,https://www.senado.es/legis14/senadores/regbi/DBR_292.pdf,"ARGÜESO TORRES, EMILIO"
22,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18213,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18213,https://www.senado.es/legis14/senadores/regbi/DBR_142909.pdf,"ARNÁIZ GARCÍA, MARÍA DEL MAR"
23,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18088,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18088,https://www.senado.es/legis14/senadores/regbi/DBR_1036.pdf,"ARRIBA SÁNCHEZ, BIENVENIDO DE"
24,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18089,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18089,https://www.senado.es/legis14/senadores/regbi/DBR_764.pdf,"ARZA RODRÍGUEZ, ROSA MARÍA"
25,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18286,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18286,https://www.senado.es/legis14/senadores/regbi/DBR_295.pdf,"ASENSI SABATER, JOSÉ"
26,V,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,17105,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17105,https://www.senado.es/legis14/senadores/regbi/DBR_1055.pdf,"AUBÀ FLEIX, MIGUEL JOSÉ"
27,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17039,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17039,https://www.senado.es/legis14/senadores/regbi/DBR_444.pdf,"AYALA SANTAMARÍA, CRISTINA"
28,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19793,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19793,,"AZORÍN MARCO, MÓNICA"
29,M,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,18125,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18125,https://www.senado.es/legis14/senadores/regbi/DBR_174963.pdf,"BAILAC ARDANUY, SARA"
30,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,14087,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=14087,https://www.senado.es/legis14/senadores/regbi/DBR_396.pdf,"BARREIRO FERNÁNDEZ, JOSÉ MANUEL"
31,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19057,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19057,https://www.senado.es/legis14/senadores/regbi/DBR_431.pdf,"BARRIOS TEJERO, JOSÉ MARÍA"
32,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19345,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19345,https://www.senado.es/legis14/senadores/regbi/DBR_167288.pdf,"BAUTISTA CARBALLO, MIGUEL"
33,M,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,19365,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19365,https://www.senado.es/legis14/senadores/regbi/DBR_54280.pdf,"BELTRÁN DE HEREDIA ARRONIZ, ESTEFANÍA"
34,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19786,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19786,https://www.senado.es/legis14/senadores/regbi/DBR_174442.pdf,"BENDODO BENASAYAG, ELÍAS"
35,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18287,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18287,https://www.senado.es/legis14/senadores/regbi/DBR_160582.pdf,"BERENGUER LLORENS, MARÍA MERCEDES"
36,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17765,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17765,https://www.senado.es/legis14/senadores/regbi/DBR_110628.pdf,"BERNABÉ PÉREZ, FRANCISCO MARTÍN"
37,M,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,18505,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18505,https://www.senado.es/legis14/senadores/regbi/DBR_55045.pdf,"BIDEGUREN GABANTXO, IDURRE"
38,V,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,12744,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12744,https://www.senado.es/legis14/senadores/regbi/DBR_329.pdf,"BILDARRATZ SORRON, JOKIN"
39,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18210,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18210,https://www.senado.es/legis14/senadores/regbi/DBR_142645.pdf,"BLANCO ÁNGEL, FRANCISCO ANTONIO"
40,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,12872,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12872,https://www.senado.es/legis14/senadores/regbi/DBR_548.pdf,"BLASCO MARQUÉS, MANUEL"
41,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18208,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18208,https://www.senado.es/legis14/senadores/regbi/DBR_505.pdf,"BOLAÑOS VISO, JOSÉ MANUEL"
42,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19797,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19797,,"BONDÍA MORENO, FELICIANA"
43,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18306,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18306,https://www.senado.es/legis14/senadores/regbi/DBR_165126.pdf,"BONET BONET, COSME"
44,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19788,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19788,https://www.senado.es/legis14/senadores/regbi/DBR_153674.pdf,"BRAVO BAENA, JUAN"
45,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17150,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17150,https://www.senado.es/legis14/senadores/regbi/DBR_627.pdf,"BRÍO GONZÁLEZ, ESTHER BASILIA DEL"
46,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18565,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18565,https://www.senado.es/legis14/senadores/regbi/DBR_909.pdf,"BUENO ALONSO, JOSEFINA ANTONIA"
47,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,17949,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17949,https://www.senado.es/legis14/senadores/regbi/DBR_101465.pdf,"BUSTINDUY BARRERO, MARÍA LUISA"
48,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19765,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19765,https://www.senado.es/legis14/senadores/regbi/DBR_150202.pdf,"CALERO ALBAL, GLORIA ISABEL"
49,M,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,19665,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19665,https://www.senado.es/legis14/senadores/regbi/DBR_133323.pdf,"CALLAU MIÑARRO, VANESSA"
50,V,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,18126,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18126,https://www.senado.es/legis14/senadores/regbi/DBR_1059.pdf,"CAMINAL CERDÀ, MIQUEL"
51,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18625,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18625,https://www.senado.es/legis14/senadores/regbi/DBR_106422.pdf,"CAMINS MARTÍNEZ, ANA"
52,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19056,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19056,https://www.senado.es/legis14/senadores/regbi/DBR_1003.pdf,"CANTALAPIEDRA ÁLVAREZ, MARÍA DE LAS MERCEDES"
53,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19087,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19087,https://www.senado.es/legis14/senadores/regbi/DBR_819.pdf,"CAÑIZARES JIMÉNEZ, FRANCISCO"
54,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18209,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18209,https://www.senado.es/legis14/senadores/regbi/DBR_874.pdf,"CARMONA DELGADO, MARÍA ESTHER"
55,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18207,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18207,https://www.senado.es/legis14/senadores/regbi/DBR_160455.pdf,"CARO ADANERO, JESÚS"
56,V,GRUPO PARLAMENTARIO CIUDADANOS,GPCs,17946,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17946,,"CARRILLO GUERRERO, FRANCISCO JOSÉ"
57,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19060,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19060,https://www.senado.es/legis14/senadores/regbi/DBR_75826.pdf,"CASAL MÍGUEZ, VERÓNICA MARÍA"
58,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,17905,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17905,,"CASANOVA BARAGAÑO, GUADALUPE MARÍA"
59,M,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,17369,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17369,https://www.senado.es/legis14/senadores/regbi/DBR_977.pdf,"CASTEL FORT, LAURA"
60,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18206,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18206,https://www.senado.es/legis14/senadores/regbi/DBR_163772.pdf,"CASTELLÀ SURRIBAS, SANTIAGO JOSÉ"
61,V,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,17359,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17359,https://www.senado.es/legis14/senadores/regbi/DBR_1009.pdf,"CASTELLANA GAMISANS, XAVIER"
62,M,GRUPO PARLAMENTARIO NACIONALISTA EN EL SENADO JUNTS PER CATALUNYA-COALICIÓN CANARIA/PARTIDO NACIONALISTA CANARIO,GPN,19305,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19305,https://www.senado.es/legis14/senadores/regbi/DBR_99730.pdf,"CASTELLVÍ AUVÍ, ASSUMPCIÓ"
63,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,10159,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=10159,https://www.senado.es/legis14/senadores/regbi/DBR_1216.pdf,"CASTRO MATEOS, MARÍA JESÚS"
64,V,GRUPO PARLAMENTARIO MIXTO,GPMX,18073,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18073,https://www.senado.es/legis14/senadores/regbi/DBR_770.pdf,"CATALÁN HIGUERAS, ALBERTO PRUDENCIO"
65,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,16445,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16445,https://www.senado.es/legis14/senadores/regbi/DBR_112623.pdf,"CEPEDA GARCÍA DE LEÓN, JOSÉ CARMELO"
66,V,GRUPO PARLAMENTARIO NACIONALISTA EN EL SENADO JUNTS PER CATALUNYA-COALICIÓN CANARIA/PARTIDO NACIONALISTA CANARIO,GPN,19055,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19055,https://www.senado.es/legis14/senadores/regbi/DBR_374.pdf,"CERVERA PINART, JOSEP MARIA"
67,V,"GRUPO PARLAMENTARIO DE IZQUIERDA CONFEDERAL (MÉS PER MALLORCA, MÁS MADRID, COMPROMÍS, GEROA BAI Y AGRUPACIÓN SOCIALISTA GOMERA)",GPIC,18725,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18725,https://www.senado.es/legis14/senadores/regbi/DBR_358.pdf,"CHINEA CORREA, FABIÁN"
68,V,GRUPO PARLAMENTARIO NACIONALISTA EN EL SENADO JUNTS PER CATALUNYA-COALICIÓN CANARIA/PARTIDO NACIONALISTA CANARIO,GPN,18885,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18885,https://www.senado.es/legis14/senadores/regbi/DBR_88465.pdf,"CLAVIJO BATLLE, FERNANDO"
69,V,GRUPO PARLAMENTARIO NACIONALISTA EN EL SENADO JUNTS PER CATALUNYA-COALICIÓN CANARIA/PARTIDO NACIONALISTA CANARIO,GPN,15825,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15825,https://www.senado.es/legis14/senadores/regbi/DBR_177146.pdf,"CLERIES I GONZÀLEZ, JOSEP LLUÍS"
70,M,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,17328,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17328,https://www.senado.es/legis14/senadores/regbi/DBR_973.pdf,"CORTÈS GÈS, MIRELLA"
71,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18425,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18425,https://www.senado.es/legis14/senadores/regbi/DBR_994.pdf,"COSCULLUELA BERGUA, ANTONIO JOSÉ"
72,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19791,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19791,,"COSTA RAMON, MARIA INMACULADA"
73,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18205,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18205,https://www.senado.es/legis14/senadores/regbi/DBR_1015.pdf,"CRUZ RODRÍGUEZ, MANUEL"
74,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19048,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19048,https://www.senado.es/legis14/senadores/regbi/DBR_834.pdf,"CUEVAS CORTÉS, FÉLIX DE LAS"
75,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18204,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18204,https://www.senado.es/legis14/senadores/regbi/DBR_654.pdf,"DALMAU BLANCO, MIGUEL CARMELO"
76,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18203,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18203,https://www.senado.es/legis14/senadores/regbi/DBR_831.pdf,"DELGADO DÍEZ, MARÍA PILAR"
77,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,16984,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16984,https://www.senado.es/legis14/senadores/regbi/DBR_110934.pdf,"DELGADO OVAL, OLIVIA MARÍA"
