,Gender,Group,GroupAbbr,Id,Legis,Link,LinkBienesPdf,Name
78,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18805,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18805,https://www.senado.es/legis14/senadores/regbi/DBR_84855.pdf,"DÍAZ MARÍN, RAÚL"
79,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18846,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18846,https://www.senado.es/legis14/senadores/regbi/DBR_144144.pdf,"DÍAZ MUÑOZ, FRANCISCO"
80,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,15565,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15565,https://www.senado.es/legis14/senadores/regbi/DBR_153511.pdf,"DÍAZ PACHECO, SUSANA"
81,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,15314,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15314,https://www.senado.es/legis14/senadores/regbi/DBR_1046.pdf,"DIEGO CASTELLANOS, MARÍA ELENA"
82,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18385,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18385,https://www.senado.es/legis14/senadores/regbi/DBR_164590.pdf,"EDO GIL, ANA BELÉN"
83,V,"GRUPO PARLAMENTARIO DEMOCRÁTICO (CIUDADANOS, AGRUPACIÓN DE ELECTORES ",GPD,19025,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19025,https://www.senado.es/legis14/senadores/regbi/DBR_538.pdf,"EGEA SERRANO, JOAQUÍN VICENTE"
84,V,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,18249,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18249,https://www.senado.es/legis14/senadores/regbi/DBR_177923.pdf,"ELEJABARRIETA DÍAZ, GORKA"
85,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18626,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18626,,"ERGUIDO CANO, DAVID"
86,M,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,19205,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19205,https://www.senado.es/legis14/senadores/regbi/DBR_100363.pdf,"ESCANDELL GRASES, ADELINA"
87,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18202,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18202,https://www.senado.es/legis14/senadores/regbi/DBR_163737.pdf,"ESCARDA ESCARDA, MANUEL"
88,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18289,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18289,https://www.senado.es/legis14/senadores/regbi/DBR_266.pdf,"ESCUDERO ORTEGA, ALFONSO"
89,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,14685,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=14685,https://www.senado.es/legis14/senadores/regbi/DBR_153687.pdf,"ESPADAS CEJAS, JUAN"
90,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18290,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18290,https://www.senado.es/legis14/senadores/regbi/DBR_984.pdf,"ESPINOSA MORENO, BALDOMERO"
91,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18201,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18201,https://www.senado.es/legis14/senadores/regbi/DBR_334.pdf,"ESTEBAN SANTAMARÍA, RAFAEL"
92,M,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,17028,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17028,https://www.senado.es/legis14/senadores/regbi/DBR_4122.pdf,"ETXANO VARELA, MARÍA DOLORES"
93,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,16746,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16746,https://www.senado.es/legis14/senadores/regbi/DBR_219.pdf,"FABRA PART, ALBERTO"
94,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18200,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18200,https://www.senado.es/legis14/senadores/regbi/DBR_151105.pdf,"FAJARDO PALAREA, FRANCISCO MANUEL"
95,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,17785,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17785,https://www.senado.es/legis14/senadores/regbi/DBR_758.pdf,"FERNÁNDEZ ÁLVAREZ, MARÍA"
96,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,12970,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12970,https://www.senado.es/legis14/senadores/regbi/DBR_61565.pdf,"FERNÁNDEZ BLANCO, JOSÉ"
97,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19052,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19052,https://www.senado.es/legis14/senadores/regbi/DBR_165641.pdf,"FERNÁNDEZ CABALLERO, MARÍA DEL CARMEN"
98,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19125,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19125,https://www.senado.es/legis14/senadores/regbi/DBR_69176.pdf,"FERNÁNDEZ GONZÁLEZ, MARÍA MERCEDES"
99,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18365,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18365,https://www.senado.es/legis14/senadores/regbi/DBR_947.pdf,"FERNÁNDEZ GUTIÉRREZ, MARÍA ISABEL"
100,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19145,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19145,https://www.senado.es/legis14/senadores/regbi/DBR_660.pdf,"FERNÁNDEZ LEICEAGA, XOAQUÍN MARÍA"
101,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18825,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18825,https://www.senado.es/legis14/senadores/regbi/DBR_160411.pdf,"FERNÁNDEZ MOLINA, MARÍA TERESA"
102,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18199,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18199,https://www.senado.es/legis14/senadores/regbi/DBR_180398.pdf,"FERNÁNDEZ PALOMINO, MANUEL ÁNGEL"
103,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,15234,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15234,https://www.senado.es/legis14/senadores/regbi/DBR_408.pdf,"FERNÁNDEZ PÉREZ, FRANCISCO JOSÉ"
104,V,"GRUPO PARLAMENTARIO DE IZQUIERDA CONFEDERAL (ADELANTE ANDALUCÍA, MÉS PER MALLORCA, MÁS MADRID, COMPROMÍS, GEROA BAI Y AGRUPACIÓN SOCIALISTA GOMERA)",GPIC,18605,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18605,https://www.senado.es/legis14/senadores/regbi/DBR_437.pdf,"FERNÁNDEZ RUBIÑO, EDUARDO"
105,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18826,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18826,https://www.senado.es/legis14/senadores/regbi/DBR_594.pdf,"FERNÁNDEZ VAQUERO, GREGORIO JESÚS"
106,V,"GRUPO PARLAMENTARIO DEMOCRÁTICO (CIUDADANOS, AGRUPACIÓN DE ELECTORES ",GPD,18665,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18665,https://www.senado.es/legis14/senadores/regbi/DBR_254.pdf,"FERNÁNDEZ VIADERO, JOSÉ MIGUEL"
107,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18346,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18346,https://www.senado.es/legis14/senadores/regbi/DBR_624.pdf,"FERRER SAIS, ANTONIO ARMANDO"
108,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,12698,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12698,https://www.senado.es/legis14/senadores/regbi/DBR_1052.pdf,"FLORIANO CORRALES, CARLOS JAVIER"
109,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19059,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19059,https://www.senado.es/legis14/senadores/regbi/DBR_181666.pdf,"FRAGOSO MARTÍNEZ, FRANCISCO JAVIER"
110,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18198,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18198,,"FRANCISCO RIVERA, JUAN CARLOS"
111,V,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,19485,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19485,https://www.senado.es/legis14/senadores/regbi/DBR_100370.pdf,"FURRIOL FORNELLS, PAU"
112,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19725,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19725,https://www.senado.es/legis14/senadores/regbi/DBR_143934.pdf,"GALICIA JARAMILLO, VIDAL"
113,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18197,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18197,https://www.senado.es/legis14/senadores/regbi/DBR_166674.pdf,"GALVÁN LOBATO, SARA MARÍA"
114,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18325,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18325,,"GARCÍA MARTÍN, MARÍA SANDRA"
115,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,10216,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=10216,https://www.senado.es/legis14/senadores/regbi/DBR_471.pdf,"GARCÍA-ESCUDERO MÁRQUEZ, PÍO"
116,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,15295,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15295,https://www.senado.es/legis14/senadores/regbi/DBR_153523.pdf,"GARCÍA-PELAYO JURADO, MARÍA JOSÉ"
117,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18326,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18326,https://www.senado.es/legis14/senadores/regbi/DBR_922.pdf,"GARCINUÑO RAMA, JAVIER"
118,M,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,18068,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18068,https://www.senado.es/legis14/senadores/regbi/DBR_728.pdf,"GARMENDIA BERECIARTU, MARÍA MERCEDES"
119,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,15307,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15307,https://www.senado.es/legis14/senadores/regbi/DBR_937.pdf,"GIL GARCÍA, ANDER"
120,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19685,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19685,https://www.senado.es/legis14/senadores/regbi/DBR_133964.pdf,"GIL INVERNÓN, ALFONSO"
121,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18291,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18291,https://www.senado.es/legis14/senadores/regbi/DBR_156364.pdf,"GILABERT SÁNCHEZ, JUAN ANTONIO"
122,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18194,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18194,https://www.senado.es/legis14/senadores/regbi/DBR_578.pdf,"GODOY TENA, MARÍA ASCENSIÓN"
123,V,"GRUPO PARLAMENTARIO DE IZQUIERDA CONFEDERAL (MÉS PER MALLORCA, MÁS MADRID, COMPROMÍS, GEROA BAI Y AGRUPACIÓN SOCIALISTA GOMERA)",GPIC,19525,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19525,https://www.senado.es/legis14/senadores/regbi/DBR_106440.pdf,"GÓMEZ PERPINYÀ, PABLO"
124,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18185,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18185,https://www.senado.es/legis14/senadores/regbi/DBR_368.pdf,"GONZÁLEZ BAYO, JOSEFA INMACULADA"
125,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19466,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19466,https://www.senado.es/legis14/senadores/regbi/DBR_100374.pdf,"GONZÁLEZ DIOS, LORENA"
126,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19789,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19789,https://www.senado.es/legis14/senadores/regbi/DBR_153692.pdf,"GONZÁLEZ FERNÁNDEZ, VÍCTOR"
127,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,15505,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15505,https://www.senado.es/legis14/senadores/regbi/DBR_885.pdf,"GONZÁLEZ GARCÍA, ANA LOURDES"
128,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19089,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19089,https://www.senado.es/legis14/senadores/regbi/DBR_478.pdf,"GONZÁLEZ LA MOLA, JOSÉ LUIS"
129,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18293,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18293,https://www.senado.es/legis14/senadores/regbi/DBR_434.pdf,"GONZÁLEZ MÁRQUEZ, JESÚS"
130,M,"GRUPO PARLAMENTARIO DE IZQUIERDA CONFEDERAL (ADELANTE ANDALUCÍA, MÉS PER MALLORCA, MÁS MADRID, COMPROMÍS, GEROA BAI Y AGRUPACIÓN SOCIALISTA GOMERA)",GPIC,19206,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19206,https://www.senado.es/legis14/senadores/regbi/DBR_1219.pdf,"GONZÁLEZ MODINO, MARÍA PILAR"
131,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17037,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17037,https://www.senado.es/legis14/senadores/regbi/DBR_1173.pdf,"GONZÁLEZ VÁZQUEZ, SEBASTIÁN"
132,V,GRUPO PARLAMENTARIO MIXTO,GPMX,19225,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19225,https://www.senado.es/legis14/senadores/regbi/DBR_2158.pdf,"GONZÁLEZ-ROBATTO PEROTE, JACOBO"
133,M,GRUPO PARLAMENTARIO MIXTO,GPMX,18147,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18147,https://www.senado.es/legis14/senadores/regbi/DBR_123584.pdf,"GOÑI SARRIES, RUTH"
134,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19585,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19585,https://www.senado.es/legis14/senadores/regbi/DBR_114556.pdf,"GRANADOS GALIANO, EVA MARÍA"
135,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18096,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18096,https://www.senado.es/legis14/senadores/regbi/DBR_283.pdf,"GREGORIO LÓPEZ, JOSÉ JULIÁN"
136,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19061,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19061,https://www.senado.es/legis14/senadores/regbi/DBR_493.pdf,"GUERRA FERNÁNDEZ, JAVIER JORGE"
137,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,14081,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=14081,https://www.senado.es/legis14/senadores/regbi/DBR_612.pdf,"GUTIÉRREZ LIMONES, ANTONIO"
138,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19054,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19054,https://www.senado.es/legis14/senadores/regbi/DBR_309.pdf,"HEREDIA DE MIGUEL, MARÍA JOSÉ"
139,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18307,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18307,https://www.senado.es/legis14/senadores/regbi/DBR_73781.pdf,"HEREDIA DÍAZ, MIGUEL ÁNGEL"
140,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18193,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18193,https://www.senado.es/legis14/senadores/regbi/DBR_568.pdf,"HERNÁNDEZ CEREZO, PALOMA"
141,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18294,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18294,https://www.senado.es/legis14/senadores/regbi/DBR_784.pdf,"HERNÁNDEZ ESPINAL, MARÍA NIEVES"
142,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,10308,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=10308,https://www.senado.es/legis14/senadores/regbi/DBR_843.pdf,"HERNANDO FRAILE, RAFAEL ANTONIO"
143,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19705,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19705,https://www.senado.es/legis14/senadores/regbi/DBR_140390.pdf,"HERNANDO GARCÍA, JOSÉ MANUEL"
144,V,GRUPO PARLAMENTARIO CIUDADANOS,GPCs,19325,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19325,https://www.senado.es/legis14/senadores/regbi/DBR_39897.pdf,"HERVÍAS CHIROSA, FRANCISCO JAVIER"
145,M,GRUPO PARLAMENTARIO CIUDADANOS,GPCs,17947,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17947,,"HORMIGO LEÓN, MARÍA MAR"
146,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,16969,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16969,https://www.senado.es/legis14/senadores/regbi/DBR_387.pdf,"HUELVA BETANZOS, AMARO"
147,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,12833,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12833,https://www.senado.es/legis14/senadores/regbi/DBR_1033.pdf,"IMBRODA ORTIZ, JUAN JOSÉ"
148,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,13885,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=13885,https://www.senado.es/legis14/senadores/regbi/DBR_482.pdf,"JUNCAL RODRÍGUEZ, JUAN MANUEL"
149,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18098,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18098,https://www.senado.es/legis14/senadores/regbi/DBR_162373.pdf,"LACALLE LACALLE, FRANCISCO JAVIER"
150,V,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,18066,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18066,https://www.senado.es/legis14/senadores/regbi/DBR_725.pdf,"LANDA JÁUREGUI, IMANOL"
151,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17147,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17147,https://www.senado.es/legis14/senadores/regbi/DBR_163688.pdf,"LANDALUCE CALLEJA, JOSÉ IGNACIO"
152,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19047,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19047,https://www.senado.es/legis14/senadores/regbi/DBR_1148.pdf,"LANDÍN DÍAZ DE CORCUERA, AMAYA"
153,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18191,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18191,https://www.senado.es/legis14/senadores/regbi/DBR_101611.pdf,"LASTRA VALDÉS, FERNANDO"
154,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18190,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18190,https://www.senado.es/legis14/senadores/regbi/DBR_169645.pdf,"LATORRE RUIZ, JOSÉ"
155,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,16586,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16586,https://www.senado.es/legis14/senadores/regbi/DBR_981.pdf,"LEMUS RUBIALES, RAFAEL DAMIÁN"
