,Gender,Group,GroupAbbr,Id,Legis,Link,LinkBienesPdf,Name
234,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,16989,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16989,https://www.senado.es/legis14/senadores/regbi/DBR_575.pdf,"POBO SÁNCHEZ, MARÍA CARMEN ISABEL"
235,M,"GRUPO PARLAMENTARIO DEMOCRÁTICO (CIUDADANOS, AGRUPACIÓN DE ELECTORES ",GPD,19326,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19326,https://www.senado.es/legis14/senadores/regbi/DBR_40265.pdf,"PONCE GALLARDO, MARÍA"
236,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,17185,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17185,https://www.senado.es/legis14/senadores/regbi/DBR_176066.pdf,"POSE MESURA, MODESTO"
237,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19465,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19465,https://www.senado.es/legis14/senadores/regbi/DBR_100349.pdf,"POVEDA ZAPATA, ANTONIO"
238,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17066,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17066,https://www.senado.es/legis14/senadores/regbi/DBR_72703.pdf,"PRADAS TEN, SALOMÉ"
239,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17353,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17353,https://www.senado.es/legis14/senadores/regbi/DBR_122615.pdf,"PRIEGO CHACÓN, FERNANDO"
240,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18106,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18106,https://www.senado.es/legis14/senadores/regbi/DBR_174389.pdf,"PUENTE REDONDO, JAVIER"
241,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19505,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19505,https://www.senado.es/legis14/senadores/regbi/DBR_106429.pdf,"RABOSO GARCÍA-BAQUERO, EDUARDO"
242,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18234,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18234,https://www.senado.es/legis14/senadores/regbi/DBR_518.pdf,"RALLO LOMBARTE, ARTEMI VICENT"
243,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19794,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19794,,"RAMÍREZ GUTIÉRREZ, RAFAEL"
244,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18108,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18108,https://www.senado.es/legis14/senadores/regbi/DBR_767.pdf,"RAMOS ACOSTA, SERGIO"
245,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18886,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18886,https://www.senado.es/legis14/senadores/regbi/DBR_318.pdf,"RAMOS NEGRÍN, PEDRO MANUEL"
246,V,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,19486,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19486,https://www.senado.es/legis14/senadores/regbi/DBR_176325.pdf,"RENIU VILAMALA, JOSEP MARIA"
247,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18765,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18765,https://www.senado.es/legis14/senadores/regbi/DBR_863.pdf,"RETUERTO RODRÍGUEZ, LOURDES"
248,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19565,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19565,https://www.senado.es/legis14/senadores/regbi/DBR_114486.pdf,"REY DE LAS HERAS, LUIS ALFONSO"
249,M,GRUPO PARLAMENTARIO NACIONALISTA EN EL SENADO JUNTS PER CATALUNYA-COALICIÓN CANARIA/PARTIDO NACIONALISTA CANARIO,GPN,15294,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15294,https://www.senado.es/legis14/senadores/regbi/DBR_378.pdf,"RIVERO SEGALÀS, MARIA TERESA"
250,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17045,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17045,https://www.senado.es/legis14/senadores/regbi/DBR_499.pdf,"ROBLES OROZCO, GONZALO JESÚS"
251,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19045,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19045,https://www.senado.es/legis14/senadores/regbi/DBR_535.pdf,"ROBLES RODRÍGUEZ, JOSÉ ANTONIO"
252,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18109,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18109,https://www.senado.es/legis14/senadores/regbi/DBR_668.pdf,"RODRÍGUEZ CALLEJA, PATRICIA"
253,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,15205,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15205,https://www.senado.es/legis14/senadores/regbi/DBR_650.pdf,"RODRÍGUEZ COMENDADOR PÉREZ, LUIS ROGELIO"
254,M,GRUPO PARLAMENTARIO MIXTO,GPMX,19787,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19787,https://www.senado.es/legis14/senadores/regbi/DBR_153627.pdf,"RODRÍGUEZ DE MILLÁN PARRO, MARÍA JOSÉ"
255,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,15785,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15785,https://www.senado.es/legis14/senadores/regbi/DBR_54878.pdf,"RODRÍGUEZ ESQUERDO, ANTONIO JULIÁN"
256,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19049,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19049,https://www.senado.es/legis14/senadores/regbi/DBR_312.pdf,"RODRÍGUEZ LÓPEZ, RAMÓN"
257,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19062,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19062,https://www.senado.es/legis14/senadores/regbi/DBR_1115.pdf,"ROJO NOGUERA, PILAR MILAGROS"
258,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18232,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18232,https://www.senado.es/legis14/senadores/regbi/DBR_160593.pdf,"ROLDÁN MARTÍNEZ, DONELIA"
259,M,GRUPO PARLAMENTARIO CIUDADANOS,GPCs,17705,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17705,https://www.senado.es/legis14/senadores/regbi/DBR_1208.pdf,"ROLDÁN SUÁREZ, LORENA"
260,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19063,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19063,https://www.senado.es/legis14/senadores/regbi/DBR_905.pdf,"ROLLÁN OJEDA, PEDRO MANUEL"
261,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,12864,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12864,https://www.senado.es/legis14/senadores/regbi/DBR_131535.pdf,"ROMÁN JASANADA, ANTONIO"
262,V,GRUPO PARLAMENTARIO MIXTO,GPMX,19106,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19106,,"ROS ALCAIDE, JUAN"
263,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18112,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18112,https://www.senado.es/legis14/senadores/regbi/DBR_926.pdf,"ROSA TORNER, FERNANDO DE"
264,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,16685,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16685,https://www.senado.es/legis14/senadores/regbi/DBR_412.pdf,"RUDI ÚBEDA, LUISA FERNANDA"
265,V,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,17107,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17107,https://www.senado.es/legis14/senadores/regbi/DBR_177841.pdf,"RUFÀ GRÀCIA, JOSEP"
266,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18231,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18231,https://www.senado.es/legis14/senadores/regbi/DBR_663.pdf,"RUIZ DE DIEGO, VÍCTOR JAVIER"
267,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,17965,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17965,https://www.senado.es/legis14/senadores/regbi/DBR_153638.pdf,"RUIZ-SILLERO BERNAL, MARÍA TERESA"
268,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18113,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18113,https://www.senado.es/legis14/senadores/regbi/DBR_1168.pdf,"RUZ VILLANUEVA, PABLO"
269,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,12936,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12936,https://www.senado.es/legis14/senadores/regbi/DBR_1189.pdf,"SALANUEVA MURGUIALDAY, AMELIA"
270,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18115,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18115,https://www.senado.es/legis14/senadores/regbi/DBR_671.pdf,"SALOM COLL, MARÍA"
271,V,"GRUPO PARLAMENTARIO DEMOCRÁTICO (CIUDADANOS, AGRUPACIÓN DE ELECTORES ",GPD,18745,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18745,https://www.senado.es/legis14/senadores/regbi/DBR_182186.pdf,"SÁNCHEZ LÓPEZ, MIGUEL"
272,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19425,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19425,https://www.senado.es/legis14/senadores/regbi/DBR_96087.pdf,"SÁNCHEZ NAVARRO, AURELIA"
273,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19085,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19085,https://www.senado.es/legis14/senadores/regbi/DBR_1065.pdf,"SÁNCHEZ NÚÑEZ, JOSÉ ENRIQUE"
274,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,14285,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=14285,https://www.senado.es/legis14/senadores/regbi/DBR_106444.pdf,"SÁNCHEZ-CAMACHO PÉREZ, ALICIA"
275,V,GRUPO PARLAMENTARIO MIXTO,GPMX,18005,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18005,https://www.senado.es/legis14/senadores/regbi/DBR_77553.pdf,"SÁNCHEZ-GARNICA GÓMEZ, CLEMENTE"
276,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,14026,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=14026,https://www.senado.es/legis14/senadores/regbi/DBR_591.pdf,"SANTANA DUMPIÉRREZ, SATURNINA"
277,M,GRUPO PARLAMENTARIO CIUDADANOS,GPCs,18606,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18606,https://www.senado.es/legis14/senadores/regbi/DBR_515.pdf,"SANTIAGO CAMACHO, CARLOTA"
278,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18116,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18116,https://www.senado.es/legis14/senadores/regbi/DBR_511.pdf,"SANTIAGO VÉLEZ, JAVIER"
279,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19506,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19506,https://www.senado.es/legis14/senadores/regbi/DBR_106425.pdf,"SANTOS GONZÁLEZ, JAIME MIGUEL DE LOS"
280,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,15317,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15317,https://www.senado.es/legis14/senadores/regbi/DBR_77389.pdf,"SANZ JERÓNIMO, PALOMA INÉS"
281,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,15225,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=15225,https://www.senado.es/legis14/senadores/regbi/DBR_711.pdf,"SANZ RUIZ, JOSÉ LUIS"
282,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18118,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18118,https://www.senado.es/legis14/senadores/regbi/DBR_415.pdf,"SANZ VITORIO, JUAN JOSÉ"
283,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,12866,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=12866,https://www.senado.es/legis14/senadores/regbi/DBR_315.pdf,"SERRANO AGUILAR, ANTONIO"
284,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18302,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18302,https://www.senado.es/legis14/senadores/regbi/DBR_97073.pdf,"SERRANO JIMÉNEZ, MARÍA JESÚS"
285,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19605,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19605,https://www.senado.es/legis14/senadores/regbi/DBR_119886.pdf,"SERRANO LÓPEZ, JUAN CARLOS"
286,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,16991,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=16991,https://www.senado.es/legis14/senadores/regbi/DBR_337.pdf,"SERRANO MORALES, RIANSARES"
287,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18428,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18428,https://www.senado.es/legis14/senadores/regbi/DBR_840.pdf,"SERRANO SIERRA, ROSA MARÍA"
288,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19051,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19051,https://www.senado.es/legis14/senadores/regbi/DBR_321.pdf,"SILVÁN RODRÍGUEZ, ANTONIO"
289,M,GRUPO PARLAMENTARIO ESQUERRA REPUBLICANA-EUSKAL HERRIA BILDU,GPERB,18128,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18128,https://www.senado.es/legis14/senadores/regbi/DBR_42037.pdf,"SURRA SPADEA, ANA MARIA"
290,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19745,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19745,https://www.senado.es/legis14/senadores/regbi/DBR_145614.pdf,"TELLADO FILGUEIRA, MIGUEL ÁNGEL"
291,M,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18120,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18120,https://www.senado.es/legis14/senadores/regbi/DBR_103792.pdf,"TOMÁS OLIVARES, VIOLANTE"
292,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18228,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18228,https://www.senado.es/legis14/senadores/regbi/DBR_276.pdf,"TORRALBA VALIENTE, CARMEN"
293,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18121,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18121,https://www.senado.es/legis14/senadores/regbi/DBR_561.pdf,"TORTOSA RUIZ, JOSÉ MANUEL"
294,V,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,18069,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18069,https://www.senado.es/legis14/senadores/regbi/DBR_754.pdf,"URIBE-ETXEBARRIA APALATEGUI, LUIS JESÚS"
295,M,GRUPO PARLAMENTARIO VASCO EN EL SENADO (EAJ-PNV),GPV,18067,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18067,https://www.senado.es/legis14/senadores/regbi/DBR_113346.pdf,"VAQUERO MONTERO, MARÍA ISABEL"
296,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18122,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18122,https://www.senado.es/legis14/senadores/regbi/DBR_1074.pdf,"VARELA RODRÍGUEZ, MANUEL LORENZO"
297,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18525,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18525,https://www.senado.es/legis14/senadores/regbi/DBR_101612.pdf,"VÁZQUEZ ABAD, JESÚS"
298,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,17951,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17951,https://www.senado.es/legis14/senadores/regbi/DBR_61057.pdf,"VÁZQUEZ BERMÚDEZ, MIGUEL ÁNGEL"
299,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18224,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18224,https://www.senado.es/legis14/senadores/regbi/DBR_600.pdf,"VÁZQUEZ LORENZO, ANTONIO"
300,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19064,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19064,https://www.senado.es/legis14/senadores/regbi/DBR_689.pdf,"VÁZQUEZ ROJAS, JUAN MARÍA"
301,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19165,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19165,,"VEGA CARRERA, JOSÉ MANUEL DE LA"
302,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18223,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18223,https://www.senado.es/legis14/senadores/regbi/DBR_144052.pdf,"VERDIER MAYORAL, CÁNDIDA"
303,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19245,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19245,https://www.senado.es/legis14/senadores/regbi/DBR_180174.pdf,"VICO RUIZ, ABELARDO"
304,V,"GRUPO PARLAMENTARIO DE IZQUIERDA CONFEDERAL (MÉS PER MALLORCA, MÁS MADRID, COMPROMÍS, GEROA BAI Y AGRUPACIÓN SOCIALISTA GOMERA)",GPIC,18645,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18645,https://www.senado.es/legis14/senadores/regbi/DBR_142148.pdf,"VIDAL MATAS, VICENÇ"
305,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18222,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18222,https://www.senado.es/legis14/senadores/regbi/DBR_140578.pdf,"VIDAL VARELA, SALVADOR"
306,M,"GRUPO PARLAMENTARIO DE IZQUIERDA CONFEDERAL (ADELANTE ANDALUCÍA, MÉS PER MALLORCA, MÁS MADRID, COMPROMÍS, GEROA BAI, CATALUNYA EN COMÚ PODEM Y AGRUPACIÓN SOCIALISTA GOMERA)",GPIC,17326,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17326,https://www.senado.es/legis14/senadores/regbi/DBR_1093.pdf,"VILÀ GALÁN, SARA"
307,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19545,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19545,https://www.senado.es/legis14/senadores/regbi/DBR_109771.pdf,"VILLACAMPA ARILLA, RUBÉN MARCOS"
308,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18220,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18220,https://www.senado.es/legis14/senadores/regbi/DBR_657.pdf,"VILLAR LECHÓN, ANA ISABEL"
309,M,GRUPO PARLAMENTARIO SOCIALISTA,GPS,19645,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19645,https://www.senado.es/legis14/senadores/regbi/DBR_132536.pdf,"VILLUENDAS ASENSIO, MARÍA TERESA"
310,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,18123,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18123,https://www.senado.es/legis14/senadores/regbi/DBR_675.pdf,"VISO DIÉGUEZ, MIGUEL ÁNGEL"
311,V,GRUPO PARLAMENTARIO POPULAR EN EL SENADO,GPP,19065,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19065,https://www.senado.es/legis14/senadores/regbi/DBR_888.pdf,"YÉCORA ROCA, CARLOS"
312,V,GRUPO PARLAMENTARIO SOCIALISTA,GPS,18312,14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18312,https://www.senado.es/legis14/senadores/regbi/DBR_705.pdf,"ZUBELDIA SANTOYO, ALEJANDRO JOSÉ"
